"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/MAIN_MannyTD/Models/Guns/Materials/M_GunPlasma_Red.M_GunPlasma_Red","0","0","28","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Guns/Materials/M_GunPlasma_Green.M_GunPlasma_Green","0","0","28","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Guns/Materials/M_GunPlasma_Blue.M_GunPlasma_Blue","0","0","28","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Guns/Materials/M_GunPlasma.M_GunPlasma","0","0","28","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_MainBase.M_MainBase","0","0","23","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_Blocker_Trans.M_Blocker_Trans","0","0","33","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_Blocker.M_Blocker","0","0","23","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_SplashTower_Trans.M_SplashTower_Trans","0","0","33","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_SplashTower.M_SplashTower","0","0","23","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_PoisonTower_Trans.M_PoisonTower_Trans","0","0","33","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_PoisonTower.M_PoisonTower","0","0","23","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_FrostTower_Trans.M_FrostTower_Trans","0","0","33","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_FrostTower.M_FrostTower","0","0","23","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_AttackTower_Trans.M_AttackTower_Trans","0","0","33","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Buildings/Materials/M_AttackTower.M_AttackTower","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/ShadowIsles/M_Aura.M_Aura","0","0","27","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Light_Vertical.M_Light_Vertical","0","0","27","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Head_Master.M_Head_Master","0","0","54","2","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Shaft_00.M_Shaft_00","0","0","54","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Refractive_Panning.M_Refractive_Panning","0","0","130","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_LiquidPool.M_LiquidPool","0","0","65","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Flare.M_Flare","0","0","135","3","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_Ember.M_Ember","0","0","54","1","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Player/Materials/M_Player.M_Player","0","0","128","2","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Enemies/Materials/M_Enemy.M_Enemy","0","0","192","3","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","92","4","0.000000","0","0"
"/Game/MAIN_MannyTD/Models/Projectiles/Materials/M_ParticleCircle.M_ParticleCircle","0","0","45","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
